distancia_inicio_m,distancia_fin_m,lat,lon,diametro,espesor,SMYS,tasa_corrosion_mm_ano
4117.565,4129.532,3.783194015,-71.48397461,460,6.35,42000,0.1
4129.532,4141.558,3.783195535,-71.48408787,460,6.35,42000,0.1
4141.558,4153.581,3.783198579,-71.48420166,460,6.35,42000,0.1
4153.581,4165.6,3.783201591,-71.48431543,460,6.35,42000,0.1
4165.6,4177.611,3.78320462,-71.48442915,460,6.35,42000,0.1
4177.611,4189.635,3.78320814,-71.48454279,460,6.35,42000,0.1
4189.635,4201.617,3.783212145,-71.48465653,460,6.35,42000,0.1
4201.617,4213.569,3.783215994,-71.48476988,460,6.35,42000,0.1
4213.569,4225.571,3.783218939,-71.48488297,460,6.35,42000,0.1
4225.571,4237.574,3.783221186,-71.48499655,460,6.35,42000,0.1
4237.574,4249.584,3.783218848,-71.48511009,460,6.35,42000,0.1
4249.584,4261.618,3.783205728,-71.48522291,460,6.35,42000,0.1
4261.618,4273.639,3.783192371,-71.48533603,460,6.35,42000,0.1
4273.639,4285.604,3.783179677,-71.4854491,460,6.35,42000,0.1
4285.604,4297.573,3.783167541,-71.4855617,460,6.35,42000,0.1
4297.573,4309.616,3.783155662,-71.48567437,460,6.35,42000,0.1
4309.616,4321.65,3.783143107,-71.48578766,460,6.35,42000,0.1
4321.65,4333.665,3.783128028,-71.48590057,460,6.35,42000,0.1
4333.665,4345.685,3.783112974,-71.48601329,460,6.35,42000,0.1
4345.685,4357.714,3.783107302,-71.48612683,460,6.35,42000,0.1
4357.714,4369.742,3.783114243,-71.48624046,460,6.35,42000,0.1
4369.742,4381.755,3.783124174,-71.48635388,460,6.35,42000,0.1
4381.755,4393.807,3.783134092,-71.48646715,460,6.35,42000,0.1
4393.807,4405.846,3.783144042,-71.48658079,460,6.35,42000,0.1
4405.846,4417.851,3.783153982,-71.48669431,460,6.35,42000,0.1
4417.851,4429.873,3.783163893,-71.48680751,460,6.35,42000,0.1
4429.873,4441.869,3.783173819,-71.48692087,460,6.35,42000,0.1
4441.869,4453.856,3.783183722,-71.48703399,460,6.35,42000,0.1
4453.856,4465.888,3.783193619,-71.48714702,460,6.35,42000,0.1
4465.888,4477.878,3.78320353,-71.48726047,460,6.35,42000,0.1
4477.878,4482.938,3.783213178,-71.48737355,460,6.35,42000,0.1
4482.938,4494.954,3.783217219,-71.48742128,460,6.35,42000,0.1
4494.954,4506.961,3.783226817,-71.48753461,460,6.35,42000,0.1
4506.961,4518.969,3.783236408,-71.48764785,460,6.35,42000,0.1
4518.969,4523.338,3.783245999,-71.48776111,460,6.35,42000,0.1
4523.338,4535.32,3.783249489,-71.48780232,460,6.35,42000,0.1
4535.32,4547.317,3.783259136,-71.48791532,460,6.35,42000,0.1
4547.317,4559.349,3.783269065,-71.48802844,460,6.35,42000,0.1
4559.349,4571.379,3.783279024,-71.48814189,460,6.35,42000,0.1
4571.379,4577.976,3.783288981,-71.48825533,460,6.35,42000,0.1
4577.976,4589.97,3.783294441,-71.48831753,460,6.35,42000,0.1
4589.97,4601.964,3.783304369,-71.48843062,460,6.35,42000,0.1
4601.964,4613.976,3.783314296,-71.48854372,460,6.35,42000,0.1
4613.976,4626.005,3.783324239,-71.48865698,460,6.35,42000,0.1
4626.005,4638.025,3.783335476,-71.48877027,460,6.35,42000,0.1
4638.025,4650.061,3.78334872,-71.48888327,460,6.35,42000,0.1
4650.061,4662.095,3.783362182,-71.4889964,460,6.35,42000,0.1
4662.095,4674.079,3.783376246,-71.48910944,460,6.35,42000,0.1
4674.079,4686.045,3.783390485,-71.48922197,460,6.35,42000,0.1
4686.045,4698.068,3.783404862,-71.48933432,460,6.35,42000,0.1
4698.068,4710.072,3.783419108,-71.48944723,460,6.35,42000,0.1
4710.072,4722.089,3.78343424,-71.4895598,460,6.35,42000,0.1
4722.089,4734.09,3.783460127,-71.48967039,460,6.35,42000,0.1
4734.09,4746.126,3.783498847,-71.48977709,460,6.35,42000,0.1
4746.126,4758.153,3.783538336,-71.48988395,460,6.35,42000,0.1
4758.153,4770.165,3.783577775,-71.48999074,460,6.35,42000,0.1
4770.165,4772.211,3.78361648,-71.49009764,460,6.35,42000,0.1
4772.211,4783.384,3.78362293,-71.4901159,460,6.35,42000,0.1
4783.384,4795.415,3.783658214,-71.4902156,460,6.35,42000,0.1
4795.415,4807.437,3.783696754,-71.49032276,460,6.35,42000,0.1
4807.437,4819.424,3.783735474,-71.49042976,460,6.35,42000,0.1
4819.424,4831.451,3.783774077,-71.49053645,460,6.35,42000,0.1
4831.451,4833.797,3.783812812,-71.4906435,460,6.35,42000,0.1
4833.797,4845.779,3.783820368,-71.49066438,460,6.35,42000,0.1
4845.779,4857.795,3.783858959,-71.49077103,460,6.35,42000,0.1
4857.795,4869.782,3.783897584,-71.49087801,460,6.35,42000,0.1
4869.782,4881.787,3.783935972,-71.49098478,460,6.35,42000,0.1
4881.787,4893.824,3.783974416,-71.49109171,460,6.35,42000,0.1
4893.824,4905.835,3.784012964,-71.49119892,460,6.35,42000,0.1
4905.835,4917.842,3.784051477,-71.49130589,460,6.35,42000,0.1
4917.842,4929.865,3.784091128,-71.4914124,460,6.35,42000,0.1
4929.865,4941.893,3.784121197,-71.49152176,460,6.35,42000,0.1
4941.893,4953.882,3.784141366,-71.49163381,460,6.35,42000,0.1
4953.882,4965.863,3.784161327,-71.49174552,460,6.35,42000,0.1
4965.863,4977.874,3.784181036,-71.4918572,460,6.35,42000,0.1
4977.874,4989.842,3.784200792,-71.49196916,460,6.35,42000,0.1
4989.842,5001.848,3.78422048,-71.49208072,460,6.35,42000,0.1
5001.848,5013.848,3.784240229,-71.49219263,460,6.35,42000,0.1
5013.848,5025.864,3.784259882,-71.4923045,460,6.35,42000,0.1
5025.864,5037.89,3.784279361,-71.49241656,460,6.35,42000,0.1
5037.89,5049.918,3.784298832,-71.49252871,460,6.35,42000,0.1
5049.918,5061.957,3.784318306,-71.49264088,460,6.35,42000,0.1
5061.957,5073.931,3.784338723,-71.49275299,460,6.35,42000,0.1
5073.931,5085.915,3.784360574,-71.4928642,460,6.35,42000,0.1
5085.915,5092.029,3.784381474,-71.49297569,460,6.35,42000,0.1
5092.029,5104.051,3.784391815,-71.49303263,460,6.35,42000,0.1
5104.051,5116.074,3.784412147,-71.49314459,460,6.35,42000,0.1
5116.074,5128.109,3.78443248,-71.49325657,460,6.35,42000,0.1
5128.109,5140.133,3.784452835,-71.49336865,460,6.35,42000,0.1
5140.133,5152.115,3.78447317,-71.49348063,460,6.35,42000,0.1
5152.115,5164.073,3.784493434,-71.49359222,460,6.35,42000,0.1
5164.073,5176.094,3.784513655,-71.49370359,460,6.35,42000,0.1
5176.094,5188.125,3.784533957,-71.49381554,460,6.35,42000,0.1
5188.125,5200.116,3.784554261,-71.4939276,460,6.35,42000,0.1
5200.116,5212.274,3.784574497,-71.49403928,460,6.35,42000,0.1
5212.274,5224.311,3.784595015,-71.49415252,460,6.35,42000,0.1
5224.311,5236.375,3.784615329,-71.49426463,460,6.35,42000,0.1
5236.375,5248.386,3.78463601,-71.49437693,460,6.35,42000,0.1
5248.386,5260.37,3.784656852,-71.49448869,460,6.35,42000,0.1
5260.37,5272.386,3.784677659,-71.4946002,460,6.35,42000,0.1
5272.386,5284.431,3.784698494,-71.49471201,460,6.35,42000,0.1
5284.431,5296.442,3.784718957,-71.49482417,460,6.35,42000,0.1
5296.442,5306.235,3.784739203,-71.49493604,460,6.35,42000,0.1
5306.235,5318.246,3.784755714,-71.49502725,460,6.35,42000,0.1
5318.246,5330.196,3.784775976,-71.49513912,460,6.35,42000,0.1
5330.196,5342.208,3.784796144,-71.49525042,460,6.35,42000,0.1
5342.208,5354.21,3.78481635,-71.49536231,460,6.35,42000,0.1
5354.21,5366.204,3.784834686,-71.49547443,460,6.35,42000,0.1
5366.204,5378.23,3.784853933,-71.49558631,460,6.35,42000,0.1
5378.23,5390.211,3.784888698,-71.49569403,460,6.35,42000,0.1
5390.211,5402.25,3.784934252,-71.49579788,460,6.35,42000,0.1
5402.25,5414.289,3.784980877,-71.49590186,460,6.35,42000,0.1
5414.289,5426.263,3.78502783,-71.49600569,460,6.35,42000,0.1
5426.263,5438.267,3.785074437,-71.496109,460,6.35,42000,0.1
5438.267,5450.286,3.785120283,-71.49621296,460,6.35,42000,0.1
5450.286,5462.313,3.785166215,-71.49631704,460,6.35,42000,0.1
5462.313,5474.309,3.78521253,-71.49642104,460,6.35,42000,0.1
5474.309,5486.279,3.785258775,-71.49652474,460,6.35,42000,0.1
5486.279,5498.27,3.785304897,-71.49662823,460,6.35,42000,0.1
5498.27,5510.25,3.785350831,-71.49673202,460,6.35,42000,0.1
5510.25,5522.262,3.785396472,-71.49683582,460,6.35,42000,0.1
5522.262,5534.305,3.785442237,-71.49693991,460,6.35,42000,0.1
5534.305,5546.346,3.785488117,-71.49704426,460,6.35,42000,0.1
5546.346,5558.398,3.785534067,-71.49714856,460,6.35,42000,0.1
5558.398,5570.407,3.785582406,-71.49725187,460,6.35,42000,0.1
5570.407,5582.365,3.785622263,-71.49735817,460,6.35,42000,0.1
5582.365,5594.363,3.785646011,-71.49746883,460,6.35,42000,0.1
5594.363,5606.408,3.785666415,-71.49758049,460,6.35,42000,0.1
5606.408,5616.829,3.785681444,-71.4976935,460,6.35,42000,0.1
5616.829,5628.794,3.7856932,-71.49779144,460,6.35,42000,0.1
5628.794,5640.751,3.785705287,-71.49790404,460,6.35,42000,0.1
5640.751,5652.722,3.785717558,-71.49801655,460,6.35,42000,0.1
5652.722,5664.713,3.7857307,-71.4981291,460,6.35,42000,0.1
5664.713,5676.762,3.78574419,-71.49824179,460,6.35,42000,0.1
5676.762,5688.804,3.785757744,-71.49835503,460,6.35,42000,0.1
5688.804,5700.776,3.785771386,-71.4984682,460,6.35,42000,0.1
5700.776,5712.742,3.785782097,-71.49858099,460,6.35,42000,0.1
5712.742,5724.775,3.785772667,-71.49869333,460,6.35,42000,0.1
5724.775,5736.815,3.785728638,-71.49879838,460,6.35,42000,0.1
5736.815,5748.821,3.785684582,-71.49890348,460,6.35,42000,0.1
5748.821,5760.824,3.78564065,-71.49900829,460,6.35,42000,0.1
5760.824,5772.842,3.785596731,-71.49911307,460,6.35,42000,0.1
5772.842,5784.858,3.785552754,-71.49921798,460,6.35,42000,0.1
5784.858,5789.076,3.785508787,-71.49932287,460,6.35,42000,0.1
5789.076,5799.788,3.785493353,-71.4993597,460,6.35,42000,0.1
5799.788,5811.697,3.785454154,-71.49945321,460,6.35,42000,0.1
5811.697,5823.717,3.785410579,-71.49955717,460,6.35,42000,0.1
5823.717,5835.748,3.785366596,-71.4996621,460,6.35,42000,0.1
5835.748,5847.712,3.785322573,-71.49976712,460,6.35,42000,0.1
5847.712,5859.711,3.785277976,-71.4998712,460,6.35,42000,0.1
5859.711,5871.734,3.78522797,-71.49997313,460,6.35,42000,0.1
5871.734,5883.76,3.785170918,-71.50007154,460,6.35,42000,0.1
5883.76,5895.793,3.785110957,-71.5001683,460,6.35,42000,0.1
5895.793,5907.794,3.785049169,-71.50026398,460,6.35,42000,0.1
5907.794,5919.797,3.784987544,-71.50035941,460,6.35,42000,0.1
5919.797,5931.806,3.784927675,-71.50045595,460,6.35,42000,0.1
5931.806,5943.74,3.784871046,-71.50055441,460,6.35,42000,0.1
5943.74,5955.699,3.784831937,-71.5006601,460,6.35,42000,0.1
5955.699,5967.715,3.784806014,-71.50077027,460,6.35,42000,0.1
5967.715,5979.74,3.784784142,-71.50088187,460,6.35,42000,0.1
5979.74,5991.791,3.784763386,-71.50099378,460,6.35,42000,0.1
5991.791,6003.795,3.78474195,-71.50110582,460,6.35,42000,0.1
6003.795,6008.665,3.784718934,-71.50121708,460,6.35,42000,0.1
6008.665,6020.671,3.784709457,-71.5012622,460,6.35,42000,0.1
6020.671,6032.715,3.784686095,-71.50137341,460,6.35,42000,0.1
6032.715,6044.754,3.784662659,-71.50148498,460,6.35,42000,0.1
6044.754,6051.79,3.784638333,-71.5015963,460,6.35,42000,0.1
6051.79,6063.803,3.78462227,-71.50166093,460,6.35,42000,0.1
6063.803,6075.829,3.784578121,-71.50176535,460,6.35,42000,0.1
6075.829,6087.829,3.784528344,-71.50186772,460,6.35,42000,0.1
6087.829,6099.865,3.784476829,-71.50196895,460,6.35,42000,0.1
6099.865,6109.07,3.784424004,-71.50206989,460,6.35,42000,0.1
6109.07,6121.071,3.784393786,-71.50215142,460,6.35,42000,0.1
6121.071,6133.092,3.784361748,-71.50226039,460,6.35,42000,0.1
6133.092,6145.061,3.784331984,-71.50237017,460,6.35,42000,0.1
6145.061,6157.071,3.784316897,-71.50248192,460,6.35,42000,0.1
6157.071,6169.059,3.784314976,-71.50259558,460,6.35,42000,0.1
6169.059,6181.048,3.784317774,-71.502709,460,6.35,42000,0.1
6181.048,6193.05,3.784321119,-71.50282244,460,6.35,42000,0.1
6193.05,6205.041,3.784324466,-71.50293599,460,6.35,42000,0.1
6205.041,6217.072,3.784327328,-71.50304945,460,6.35,42000,0.1
6217.072,6229.091,3.78432983,-71.50316331,460,6.35,42000,0.1
6229.091,6241.056,3.784332314,-71.50327704,460,6.35,42000,0.1
6241.056,6253.036,3.784334601,-71.50339027,460,6.35,42000,0.1
6253.036,6265.027,3.784335713,-71.50350366,460,6.35,42000,0.1
6265.027,6277.031,3.784336495,-71.50361716,460,6.35,42000,0.1
6277.031,6289.037,3.784337276,-71.50373078,460,6.35,42000,0.1
6289.037,6301.001,3.784338059,-71.50384442,460,6.35,42000,0.1
6301.001,6313.026,3.784338838,-71.50395766,460,6.35,42000,0.1
6313.026,6325.028,3.784339621,-71.50407148,460,6.35,42000,0.1
6325.028,6337.025,3.784340403,-71.50418508,460,6.35,42000,0.1
6337.025,6349.021,3.784341185,-71.50429863,460,6.35,42000,0.1
6349.021,6360.991,3.784341966,-71.50441218,460,6.35,42000,0.1
6360.991,6372.983,3.784342746,-71.50452548,460,6.35,42000,0.1
6372.983,6384.996,3.784343527,-71.50463898,460,6.35,42000,0.1
6384.996,6397.035,3.784344309,-71.50475269,460,6.35,42000,0.1
6397.035,6406.603,3.784345094,-71.50486664,460,6.35,42000,0.1
6406.603,6418.605,3.784345717,-71.5049572,460,6.35,42000,0.1
6418.605,6430.614,3.784346498,-71.50507081,460,6.35,42000,0.1
6430.614,6435.083,3.784347281,-71.50518447,460,6.35,42000,0.1
6435.083,6447.109,3.78434769,-71.50522677,460,6.35,42000,0.1
6447.109,6459.146,3.784351602,-71.50534051,460,6.35,42000,0.1
6459.146,6471.162,3.784357903,-71.50545425,460,6.35,42000,0.1
6471.162,6483.208,3.78436107,-71.50556794,460,6.35,42000,0.1
6483.208,6495.202,3.784363674,-71.50568193,460,6.35,42000,0.1
6495.202,6507.212,3.784366858,-71.50579542,460,6.35,42000,0.1
6507.212,6519.23,3.78437081,-71.50590903,460,6.35,42000,0.1
6519.23,6522.718,3.784374765,-71.50602271,460,6.35,42000,0.1
6522.718,6534.712,3.784375912,-71.50605571,460,6.35,42000,0.1
6534.712,6546.744,3.784379869,-71.50616917,460,6.35,42000,0.1
6546.744,6558.749,3.784384186,-71.50628297,460,6.35,42000,0.1
6558.749,6570.759,3.784388652,-71.50639652,460,6.35,42000,0.1
6570.759,6582.756,3.78439312,-71.50651011,460,6.35,42000,0.1
6582.756,6594.769,3.784397584,-71.50662358,460,6.35,42000,0.1
6594.769,6598.372,3.78440178,-71.50673721,460,6.35,42000,0.1
6598.372,6610.351,3.784402965,-71.50677129,460,6.35,42000,0.1
6610.351,6622.387,3.78440686,-71.50688461,460,6.35,42000,0.1
6622.387,6627.483,3.784419362,-71.50699767,460,6.35,42000,0.1
6627.483,6639.482,3.784431966,-71.50704407,460,6.35,42000,0.1
6639.482,6651.446,3.784474042,-71.50714934,460,6.35,42000,0.1
6651.446,6657.551,3.784518748,-71.50725336,460,6.35,42000,0.1
6657.551,6669.588,3.784540736,-71.5073068,460,6.35,42000,0.1
6669.588,6681.616,3.784585625,-71.50741151,460,6.35,42000,0.1
6681.616,6693.653,3.784635824,-71.50751327,460,6.35,42000,0.1
6693.653,6705.695,3.784646828,-71.50762607,460,6.35,42000,0.1
6705.695,6712.265,3.784636928,-71.5077396,460,6.35,42000,0.1
6712.265,6724.224,3.784630282,-71.50780144,460,6.35,42000,0.1
6724.224,6736.215,3.784616832,-71.50791382,460,6.35,42000,0.1
6736.215,6748.24,3.784601967,-71.50802635,460,6.35,42000,0.1
6748.24,6760.281,3.784587057,-71.50813919,460,6.35,42000,0.1
6760.281,6772.32,3.784572317,-71.5082522,460,6.35,42000,0.1
6772.32,6784.337,3.784559368,-71.50836541,460,6.35,42000,0.1
6784.337,6796.341,3.784547762,-71.50847856,460,6.35,42000,0.1
6796.341,6808.368,3.78453617,-71.50859159,460,6.35,42000,0.1
6808.368,6820.405,3.784524555,-71.50870484,460,6.35,42000,0.1
6820.405,6832.394,3.784512931,-71.50881818,460,6.35,42000,0.1
6832.394,6844.407,3.784502611,-71.50893119,460,6.35,42000,0.1
6844.407,6856.449,3.784493292,-71.50904451,460,6.35,42000,0.1
6856.449,6868.446,3.784483617,-71.50915808,460,6.35,42000,0.1
6868.446,6880.47,3.78447925,-71.50927148,460,6.35,42000,0.1
6880.47,6892.506,3.784482689,-71.50938522,460,6.35,42000,0.1
6892.506,6904.466,3.784491365,-71.50949881,460,6.35,42000,0.1
6904.466,6909.757,3.784499985,-71.50961169,460,6.35,42000,0.1
6909.757,6921.788,3.784503799,-71.50966162,460,6.35,42000,0.1
6921.788,6933.807,3.784512469,-71.50977517,460,6.35,42000,0.1
6933.807,6936.648,3.784521133,-71.50988861,460,6.35,42000,0.1
6936.648,6948.629,3.78452318,-71.50991542,460,6.35,42000,0.1
6948.629,6960.667,3.784531946,-71.51002849,460,6.35,42000,0.1
6960.667,6972.645,3.784541604,-71.51014202,460,6.35,42000,0.1
6972.645,6978.75,3.784551517,-71.51025496,460,6.35,42000,0.1
6978.75,6990.772,3.784556912,-71.5103125,460,6.35,42000,0.1
6990.772,6995.822,3.784576932,-71.51042416,460,6.35,42000,0.1
6995.822,7007.832,3.784591897,-71.51046934,460,6.35,42000,0.1
7007.832,7011.949,3.784644517,-71.51057,460,6.35,42000,0.1
7011.949,7023.958,3.784664482,-71.51060346,460,6.35,42000,0.1
7023.958,7025.884,3.784720269,-71.51070241,460,6.35,42000,0.1
7025.884,7037.885,3.784727586,-71.51071911,460,6.35,42000,0.1
7037.885,7049.882,3.784760711,-71.51082698,460,6.35,42000,0.1
7049.882,7060.664,3.784779743,-71.51093893,460,6.35,42000,0.1
7060.664,7072.645,3.784796235,-71.51103964,460,6.35,42000,0.1
7072.645,7074.675,3.784815294,-71.51115143,460,6.35,42000,0.1
7074.675,7086.689,3.784818586,-71.51117037,460,6.35,42000,0.1
7086.689,7089.481,3.78483807,-71.5112824,460,6.35,42000,0.1
7089.481,7101.494,3.784842621,-71.51130843,460,6.35,42000,0.1
7101.494,7113.479,3.784862626,-71.51142037,460,6.35,42000,0.1
7113.479,7120.295,3.784882944,-71.51153198,460,6.35,42000,0.1
7120.295,7132.244,3.784894498,-71.51159545,460,6.35,42000,0.1
7132.244,7144.255,3.784914753,-71.51170672,460,6.35,42000,0.1
7144.255,7156.279,3.78493463,-71.51181866,460,6.35,42000,0.1
7156.279,7162.178,3.784952798,-71.51193097,460,6.35,42000,0.1
7162.178,7174.208,3.784957063,-71.51198665,460,6.35,42000,0.1
7174.208,7186.229,3.784959648,-71.51210044,460,6.35,42000,0.1
7186.229,7198.253,3.784957051,-71.5122142,460,6.35,42000,0.1
7198.253,7210.289,3.784954211,-71.51232797,460,6.35,42000,0.1
7210.289,7222.32,3.784950912,-71.51244185,460,6.35,42000,0.1
7222.32,7234.288,3.784947157,-71.51255567,460,6.35,42000,0.1
7234.288,7246.291,3.78494107,-71.51266879,460,6.35,42000,0.1
7246.291,7258.338,3.784942924,-71.51278209,460,6.35,42000,0.1
7258.338,7270.337,3.784976486,-71.51288996,460,6.35,42000,0.1
7270.337,7282.322,3.785051641,-71.51297332,460,6.35,42000,0.1
7282.322,7294.37,3.785153689,-71.51302099,460,6.35,42000,0.1
7294.37,7305.393,3.78526497,-71.51304497,460,6.35,42000,0.1
7305.393,7317.377,3.785367854,-71.51306232,460,6.35,42000,0.1
7317.377,7329.424,3.785479609,-71.51308177,460,6.35,42000,0.1
7329.424,7341.427,3.785591817,-71.51310205,460,6.35,42000,0.1
7341.427,7353.444,3.785703536,-71.5131227,460,6.35,42000,0.1
7353.444,7365.471,3.785815622,-71.51314206,460,6.35,42000,0.1
7365.471,7377.457,3.78592753,-71.51316294,460,6.35,42000,0.1
7377.457,7383.38,3.78603902,-71.51318395,460,6.35,42000,0.1
7383.38,7395.415,3.786093609,-71.51319629,460,6.35,42000,0.1
7395.415,7407.442,3.78620161,-71.51323252,460,6.35,42000,0.1
7407.442,7419.467,3.78630923,-71.51326963,460,6.35,42000,0.1
7419.467,7431.503,3.78641658,-71.51330746,460,6.35,42000,0.1
7431.503,7443.526,3.786524024,-71.51334533,460,6.35,42000,0.1
7443.526,7455.506,3.786631675,-71.51338224,460,6.35,42000,0.1
7455.506,7464.519,3.786736582,-71.51342507,460,6.35,42000,0.1
7464.519,7476.498,3.786813773,-71.51346138,460,6.35,42000,0.1
7476.498,7488.476,3.786914253,-71.51351388,460,6.35,42000,0.1
7488.476,7500.463,3.787014289,-71.51356724,460,6.35,42000,0.1
7500.463,7512.5,3.787114397,-71.51362065,460,6.35,42000,0.1
7512.5,7524.509,3.787214924,-71.51367427,460,6.35,42000,0.1
7524.509,7536.532,3.787315217,-71.51372777,460,6.35,42000,0.1
7536.532,7548.578,3.78741572,-71.51378116,460,6.35,42000,0.1
7548.578,7560.581,3.787516535,-71.51383442,460,6.35,42000,0.1
7560.581,7572.56,3.787617412,-71.51388668,460,6.35,42000,0.1
7572.56,7584.545,3.787717827,-71.51393929,460,6.35,42000,0.1
7584.545,7596.582,3.787809066,-71.51400531,460,6.35,42000,0.1
7596.582,7608.588,3.787873889,-71.51409759,460,6.35,42000,0.1
7608.588,7610.894,3.787926774,-71.51419817,460,6.35,42000,0.1
7610.894,7622.895,3.787937076,-71.51421742,460,6.35,42000,0.1
7622.895,7634.868,3.787995734,-71.51431442,460,6.35,42000,0.1
7634.868,7646.831,3.788069964,-71.51439965,460,6.35,42000,0.1
7646.831,7658.87,3.788150136,-71.51447961,460,6.35,42000,0.1
7658.87,7670.878,3.788230381,-71.5145605,460,6.35,42000,0.1
7670.878,7682.885,3.788307592,-71.5146439,460,6.35,42000,0.1
7682.885,7694.886,3.788381377,-71.51473032,460,6.35,42000,0.1
7694.886,7706.848,3.788454235,-71.51481746,460,6.35,42000,0.1
7706.848,7718.884,3.788531235,-71.5149004,460,6.35,42000,0.1
7718.884,7727.212,3.788616155,-71.51497617,460,6.35,42000,0.1
7727.212,7739.22,3.788677768,-71.51502533,460,6.35,42000,0.1
7739.22,7751.208,3.788765061,-71.51509808,460,6.35,42000,0.1
7751.208,7763.21,3.788842611,-71.51518071,460,6.35,42000,0.1
7763.21,7775.237,3.788910138,-71.51527207,460,6.35,42000,0.1
7775.237,7787.246,3.788981552,-71.51536059,460,6.35,42000,0.1
7787.246,7795.41,3.789060399,-71.5154424,460,6.35,42000,0.1
7795.41,7807.415,3.789115499,-71.51549658,460,6.35,42000,0.1
7807.415,7819.153,3.789219248,-71.51553752,460,6.35,42000,0.1
7819.153,7831.066,3.78932984,-71.51554726,460,6.35,42000,0.1
7831.066,7843.054,3.789442589,-71.51554895,460,6.35,42000,0.1
7843.054,7855.04,3.789556048,-71.51555065,460,6.35,42000,0.1
7855.04,7867.045,3.789668756,-71.51556046,460,6.35,42000,0.1
7867.045,7878.516,3.789768252,-71.51561216,460,6.35,42000,0.1
7878.516,7890.559,3.789847924,-71.51568593,460,6.35,42000,0.1
7890.559,7902.59,3.789931566,-71.51576337,460,6.35,42000,0.1
7902.59,7914.624,3.790018319,-71.51583709,460,6.35,42000,0.1
7914.624,7926.662,3.790110049,-71.51590462,460,6.35,42000,0.1
7926.662,7936.011,3.790202813,-71.51597078,460,6.35,42000,0.1
7936.011,7948.037,3.790266945,-71.51603097,460,6.35,42000,0.1
7948.037,7951.814,3.790339028,-71.516119,460,6.35,42000,0.1
7951.814,7963.835,3.790359587,-71.51614823,460,6.35,42000,0.1
7963.835,7975.813,3.790421796,-71.51624348,460,6.35,42000,0.1
7975.813,7987.777,3.790478977,-71.51634135,460,6.35,42000,0.1
7987.777,7999.782,3.790534569,-71.51644001,460,6.35,42000,0.1
7999.782,8011.824,3.790591809,-71.51653814,460,6.35,42000,0.1
8011.824,8013.772,3.790652182,-71.51663482,460,6.35,42000,0.1
8013.772,8025.801,3.790661852,-71.51665052,460,6.35,42000,0.1
8025.801,8037.84,3.790721474,-71.51674752,460,6.35,42000,0.1
8037.84,8047.819,3.790779887,-71.51684535,460,6.35,42000,0.1
8047.819,8059.83,3.790827078,-71.51692718,460,6.35,42000,0.1
8059.83,8071.847,3.790891961,-71.5170201,460,6.35,42000,0.1
8071.847,8083.829,3.790976066,-71.51709608,460,6.35,42000,0.1
8083.829,8095.845,3.791069169,-71.51716084,460,6.35,42000,0.1
8095.845,8099.912,3.791162609,-71.51722568,460,6.35,42000,0.1
8099.912,8111.909,3.791194236,-71.51724763,460,6.35,42000,0.1
8111.909,8123.94,3.791288302,-71.51731116,460,6.35,42000,0.1
8123.94,8135.947,3.791386883,-71.51736816,460,6.35,42000,0.1
8135.947,8147.974,3.791485948,-71.51742386,460,6.35,42000,0.1
8147.974,8160.02,3.791585197,-71.51747963,460,6.35,42000,0.1
8160.02,8172.072,3.791685969,-71.51753297,460,6.35,42000,0.1
8172.072,8184.067,3.791786797,-71.51758633,460,6.35,42000,0.1
8184.067,8196.118,3.791887148,-71.51763944,460,6.35,42000,0.1
8196.118,8208.133,3.791972656,-71.51771421,460,6.35,42000,0.1
8208.133,8220.164,3.792052018,-71.51779562,460,6.35,42000,0.1
8220.164,8232.162,3.792126873,-71.51788142,460,6.35,42000,0.1
8232.162,8244.191,3.792200172,-71.51796816,460,6.35,42000,0.1
8244.191,8256.198,3.79227397,-71.51805486,460,6.35,42000,0.1
8256.198,8268.242,3.792349894,-71.51813943,460,6.35,42000,0.1
8268.242,8280.267,3.792426724,-71.51822365,460,6.35,42000,0.1
8280.267,8284.526,3.792503431,-71.51830774,460,6.35,42000,0.1
8284.526,8296.537,3.792531065,-71.5183371,460,6.35,42000,0.1
8296.537,8308.556,3.792609316,-71.51841957,460,6.35,42000,0.1
8308.556,8318.311,3.792687852,-71.51850188,460,6.35,42000,0.1
8318.311,8330.307,3.792743667,-71.51857541,460,6.35,42000,0.1
8330.307,8342.297,3.792805091,-71.51867084,460,6.35,42000,0.1
8342.297,8353.166,3.792859192,-71.51877059,460,6.35,42000,0.1
8353.166,8365.19,3.792903608,-71.51886334,460,6.35,42000,0.1
8365.19,8377.238,3.792954578,-71.51896507,460,6.35,42000,0.1
8377.238,8383.419,3.793019003,-71.51905907,460,6.35,42000,0.1
8383.419,8395.39,3.79305534,-71.51910492,460,6.35,42000,0.1
8395.39,8407.362,3.793132422,-71.51918776,460,6.35,42000,0.1
8407.362,8419.41,3.793220814,-71.51925864,460,6.35,42000,0.1
8419.41,8429.402,3.793311785,-71.51932741,460,6.35,42000,0.1
8429.402,8441.356,3.793387215,-71.51938446,460,6.35,42000,0.1
8441.356,8453.34,3.793476819,-71.51945356,460,6.35,42000,0.1
8453.34,8465.387,3.793566731,-71.51952272,460,6.35,42000,0.1
8465.387,8471.526,3.793656833,-71.5195926,460,6.35,42000,0.1
8471.526,8483.531,3.793702622,-71.51962838,460,6.35,42000,0.1
