distancia_inicio_m,distancia_fin_m,lat,lon,diametro,espesor,SMYS,tasa_corrosion_mm_ano
8483.531,8491.653,3.793792381,-71.51969806,460,6.35,42000,0.1
8491.653,8503.652,3.793853042,-71.51974529,460,6.35,42000,0.1
8503.652,8515.686,3.793942437,-71.51981535,460,6.35,42000,0.1
8515.686,8527.678,3.794031872,-71.51988589,460,6.35,42000,0.1
8527.678,8533.489,3.794120968,-71.51995622,460,6.35,42000,0.1
8533.489,8545.505,3.79416436,-71.51999002,460,6.35,42000,0.1
8545.505,8549.064,3.794253976,-71.52006005,460,6.35,42000,0.1
8549.064,8561.078,3.794280475,-71.52008085,460,6.35,42000,0.1
8561.078,8573.102,3.794370575,-71.52015023,460,6.35,42000,0.1
8573.102,8585.14,3.794469814,-71.52020529,460,6.35,42000,0.1
8585.14,8597.149,3.794583091,-71.52021399,460,6.35,42000,0.1
8597.149,8605.628,3.794694166,-71.52019473,460,6.35,42000,0.1
8605.628,8617.658,3.79477068,-71.52017051,460,6.35,42000,0.1
8617.658,8629.676,3.794880004,-71.5201387,460,6.35,42000,0.1
8629.676,8641.701,3.794990031,-71.52010983,460,6.35,42000,0.1
8641.701,8653.742,3.795100087,-71.5200808,460,6.35,42000,0.1
8653.742,8657.227,3.795210626,-71.52005303,460,6.35,42000,0.1
8657.227,8669.187,3.79524264,-71.52004508,460,6.35,42000,0.1
8669.187,8681.17,3.795352469,-71.52001763,460,6.35,42000,0.1
8681.17,8693.199,3.795462488,-71.51999005,460,6.35,42000,0.1
8693.199,8705.203,3.795572871,-71.51996212,460,6.35,42000,0.1
8705.203,8717.233,3.795682865,-71.51993364,460,6.35,42000,0.1
8717.233,8729.293,3.79579317,-71.51990544,460,6.35,42000,0.1
8729.293,8741.341,3.795897928,-71.51986241,460,6.35,42000,0.1
8741.341,8753.365,3.795991569,-71.51979757,460,6.35,42000,0.1
8753.365,8765.365,3.796082617,-71.51972928,460,6.35,42000,0.1
8765.365,8777.317,3.796173476,-71.51966112,460,6.35,42000,0.1
8777.317,8789.312,3.796263134,-71.51959214,460,6.35,42000,0.1
8789.312,8801.373,3.796352537,-71.51952216,460,6.35,42000,0.1
8801.373,8813.407,3.796449003,-71.51946168,460,6.35,42000,0.1
8813.407,8825.395,3.796556747,-71.51942521,460,6.35,42000,0.1
8825.395,8831.792,3.79666647,-71.51939629,460,6.35,42000,0.1
8831.792,8843.833,3.796724962,-71.51938064,460,6.35,42000,0.1
8843.833,8855.821,3.796835173,-71.5193516,460,6.35,42000,0.1
8855.821,8865.738,3.796945083,-71.51932339,460,6.35,42000,0.1
8865.738,8877.766,3.79703624,-71.519301,460,6.35,42000,0.1
8877.766,8889.756,3.797149377,-71.51929191,460,6.35,42000,0.1
8889.756,8901.718,3.797261965,-71.51930511,460,6.35,42000,0.1
8901.718,8907.852,3.797373397,-71.51932518,460,6.35,42000,0.1
8907.852,8919.867,3.797430413,-71.51933614,460,6.35,42000,0.1
8919.867,8931.874,3.797540787,-71.51936316,460,6.35,42000,0.1
8931.874,8943.908,3.797644115,-71.51940963,460,6.35,42000,0.1
8943.908,8955.919,3.797727413,-71.5194871,460,6.35,42000,0.1
8955.919,8967.934,3.797803127,-71.51957191,460,6.35,42000,0.1
8967.934,8979.974,3.797878869,-71.51965675,460,6.35,42000,0.1
8979.974,8989.534,3.797954764,-71.51974176,460,6.35,42000,0.1
8989.534,9001.53,3.798015031,-71.51980926,460,6.35,42000,0.1
9001.53,9013.562,3.798090653,-71.51989396,460,6.35,42000,0.1
9013.562,9025.563,3.798169112,-71.51997643,460,6.35,42000,0.1
9025.563,9037.548,3.798250735,-71.52005543,460,6.35,42000,0.1
9037.548,9049.565,3.7983325,-71.52013407,460,6.35,42000,0.1
9049.565,9054.65,3.798413572,-71.52021383,460,6.35,42000,0.1
9054.65,9066.624,3.798447061,-71.5202484,460,6.35,42000,0.1
9066.624,9078.599,3.798521304,-71.520334,460,6.35,42000,0.1
9078.599,9090.591,3.798590467,-71.52042377,460,6.35,42000,0.1
9090.591,9102.594,3.798657749,-71.52051519,460,6.35,42000,0.1
9102.594,9114.624,3.79872568,-71.52060626,460,6.35,42000,0.1
9114.624,9126.098,3.798792766,-71.52069827,460,6.35,42000,0.1
9126.098,9138.088,3.798856709,-71.52078605,460,6.35,42000,0.1
9138.088,9140.527,3.7989232,-71.52087803,460,6.35,42000,0.1
9140.527,9152.541,3.798936689,-71.52089676,460,6.35,42000,0.1
9152.541,9164.561,3.799002987,-71.52098915,460,6.35,42000,0.1
9164.561,9176.614,3.799069394,-71.52108154,460,6.35,42000,0.1
9176.614,9185.856,3.799135927,-71.52117422,460,6.35,42000,0.1
9185.856,9197.823,3.799187024,-71.52124522,460,6.35,42000,0.1
9197.823,9210.005,3.799253276,-71.5213371,460,6.35,42000,0.1
9210.005,9222.226,3.799320136,-71.52143104,460,6.35,42000,0.1
9222.226,9234.423,3.799387612,-71.521525,460,6.35,42000,0.1
9234.423,9246.622,3.799454782,-71.5216189,460,6.35,42000,0.1
9246.622,9258.657,3.799522848,-71.52171217,460,6.35,42000,0.1
9258.657,9269.932,3.799590166,-71.52180407,460,6.35,42000,0.1
9269.932,9281.913,3.799653067,-71.52189029,460,6.35,42000,0.1
9281.913,9293.869,3.799719741,-71.52198202,460,6.35,42000,0.1
9293.869,9305.893,3.799783388,-71.52207554,460,6.35,42000,0.1
9305.893,9317.931,3.799837299,-71.52217557,460,6.35,42000,0.1
9317.931,9329.953,3.799884655,-71.5222792,460,6.35,42000,0.1
9329.953,9341.943,3.799931615,-71.52238285,460,6.35,42000,0.1
9341.943,9353.949,3.799977906,-71.52248648,460,6.35,42000,0.1
9353.949,9365.958,3.800024261,-71.52259023,460,6.35,42000,0.1
9365.958,9377.907,3.800070629,-71.52269402,460,6.35,42000,0.1
9377.907,9389.92,3.800107056,-71.52280086,460,6.35,42000,0.1
9389.92,9401.933,3.800124565,-71.52291321,460,6.35,42000,0.1
9401.933,9413.931,3.800140802,-71.52302575,460,6.35,42000,0.1
9413.931,9425.962,3.800155104,-71.52313841,460,6.35,42000,0.1
9425.962,9434.031,3.80016912,-71.52325142,460,6.35,42000,0.1
9434.031,9435.174,3.800178308,-71.52332724,460,6.35,42000,0.1
9435.174,9438.006,3.800179607,-71.52333798,460,6.35,42000,0.1
9438.006,9450.018,3.800182826,-71.5233646,460,6.35,42000,0.1
9450.018,9462.024,3.800196531,-71.52347747,460,6.35,42000,0.1
9462.024,9474.041,3.800210624,-71.52359023,460,6.35,42000,0.1
9474.041,9486.079,3.800225508,-71.523703,460,6.35,42000,0.1
9486.079,9498.11,3.800239883,-71.52381603,460,6.35,42000,0.1
9498.11,9510.153,3.800255187,-71.52392887,460,6.35,42000,0.1
9510.153,9522.194,3.80027008,-71.52404189,460,6.35,42000,0.1
9522.194,9534.212,3.800283789,-71.52415503,460,6.35,42000,0.1
9534.212,9546.236,3.800287001,-71.52426827,460,6.35,42000,0.1
9546.236,9558.282,3.800279106,-71.52438181,460,6.35,42000,0.1
9558.282,9570.305,3.800270139,-71.52449548,460,6.35,42000,0.1
9570.305,9582.31,3.800259262,-71.52460876,460,6.35,42000,0.1
9582.31,9594.318,3.800247083,-71.52472173,460,6.35,42000,0.1
9594.318,9606.326,3.800238379,-71.52483504,460,6.35,42000,0.1
9606.326,9618.318,3.800253021,-71.52494759,460,6.35,42000,0.1
9618.318,9627.029,3.800277624,-71.5250584,460,6.35,42000,0.1
9627.029,9639.023,3.80029524,-71.52513895,460,6.35,42000,0.1
9639.023,9651.081,3.800319165,-71.52524993,460,6.35,42000,0.1
9651.081,9663.128,3.800343819,-71.52536137,460,6.35,42000,0.1
9663.128,9675.134,3.800366539,-71.52547311,460,6.35,42000,0.1
9675.134,9687.129,3.800387067,-71.52558488,460,6.35,42000,0.1
9687.129,9699.18,3.800407503,-71.52569657,460,6.35,42000,0.1
9699.18,9707.083,3.800427174,-71.52580892,460,6.35,42000,0.1
9707.083,9719.08,3.800439675,-71.52588268,460,6.35,42000,0.1
9719.08,9731.169,3.800486446,-71.5259856,460,6.35,42000,0.1
9731.169,9743.41,3.800552776,-71.5260782,460,6.35,42000,0.1
9743.41,9755.584,3.800632614,-71.52616216,460,6.35,42000,0.1
9755.584,9767.736,3.800712323,-71.52624538,460,6.35,42000,0.1
9767.736,9779.96,3.800787007,-71.52633273,460,6.35,42000,0.1
9779.96,9792.2,3.800855233,-71.52642618,460,6.35,42000,0.1
9792.2,9804.377,3.800923455,-71.52651982,460,6.35,42000,0.1
9804.377,9816.555,3.800990615,-71.52661349,460,6.35,42000,0.1
9816.555,9828.589,3.801058305,-71.52670679,460,6.35,42000,0.1
9828.589,9840.763,3.801123337,-71.52680029,460,6.35,42000,0.1
9840.763,9852.946,3.801186199,-71.52689686,460,6.35,42000,0.1
9852.946,9865.197,3.801248613,-71.52699383,460,6.35,42000,0.1
9865.197,9877.385,3.801311209,-71.52709144,460,6.35,42000,0.1
9877.385,9889.601,3.801373554,-71.52718851,460,6.35,42000,0.1
9889.601,9901.814,3.801436326,-71.52728561,460,6.35,42000,0.1
9901.814,9913.774,3.801498748,-71.52738291,460,6.35,42000,0.1
9913.774,9925.996,3.801560017,-71.52747811,460,6.35,42000,0.1
9925.996,9938.173,3.801622663,-71.52757536,460,6.35,42000,0.1
9938.173,9950.369,3.801684823,-71.52767243,460,6.35,42000,0.1
9950.369,9962.375,3.801747065,-71.52776965,460,6.35,42000,0.1
9962.375,9974.329,3.801809255,-71.52786476,460,6.35,42000,0.1
9974.329,9986.347,3.801873776,-71.52795771,460,6.35,42000,0.1
9986.347,9994.147,3.801940165,-71.52805008,460,6.35,42000,0.1
9994.147,10006.331,3.801983354,-71.52810996,460,6.35,42000,0.1
10006.331,10018.563,3.802051506,-71.52820299,460,6.35,42000,0.1
10018.563,10030.769,3.802117667,-71.52829799,460,6.35,42000,0.1
10030.769,10042.956,3.802180873,-71.5283947,460,6.35,42000,0.1
10042.956,10054.986,3.802243728,-71.52849142,460,6.35,42000,0.1
10054.986,10067.019,3.80230577,-71.5285869,460,6.35,42000,0.1
10067.019,10079.029,3.802367827,-71.52868241,460,6.35,42000,0.1
10079.029,10091.049,3.80242977,-71.52877773,460,6.35,42000,0.1
10091.049,10095.329,3.80249176,-71.52887314,460,6.35,42000,0.1
10095.329,10107.364,3.802513833,-71.52890711,460,6.35,42000,0.1
10107.364,10119.393,3.802575905,-71.52900263,460,6.35,42000,0.1
10119.393,10131.43,3.802637942,-71.5290981,460,6.35,42000,0.1
10131.43,10143.653,3.802700023,-71.52919364,460,6.35,42000,0.1
10143.653,10155.832,3.802734306,-71.52930274,460,6.35,42000,0.1
10155.832,10168.047,3.802687534,-71.52940392,460,6.35,42000,0.1
10168.047,10180.29,3.802585617,-71.52945031,460,6.35,42000,0.1
10180.29,10191.574,3.802471382,-71.52944082,460,6.35,42000,0.1
10191.574,10203.593,3.802369153,-71.52940997,460,6.35,42000,0.1
10203.593,10215.809,3.802260466,-71.52937636,460,6.35,42000,0.1
10215.809,10228.047,3.802150303,-71.52934123,460,6.35,42000,0.1
10228.047,10240.267,3.802039752,-71.52930664,460,6.35,42000,0.1
10240.267,10252.261,3.80192904,-71.52927318,460,6.35,42000,0.1
10252.261,10258.755,3.801818219,-71.52924991,460,6.35,42000,0.1
10258.755,10270.956,3.80175707,-71.52924495,460,6.35,42000,0.1
10270.956,10283.178,3.801643817,-71.52925981,460,6.35,42000,0.1
10283.178,10295.357,3.80154584,-71.52931834,460,6.35,42000,0.1
10295.357,10307.567,3.801466332,-71.52940142,460,6.35,42000,0.1
10307.567,10319.74,3.801399765,-71.5294959,460,6.35,42000,0.1
10319.74,10327.644,3.801333234,-71.52958997,460,6.35,42000,0.1
10327.644,10328.262,3.801290425,-71.52965133,460,6.35,42000,0.1
10328.262,10328.88,3.801287101,-71.52965614,460,6.35,42000,0.1
10328.88,10330.051,3.801283776,-71.52966095,460,6.35,42000,0.1
10330.051,10331.069,3.801277476,-71.52967007,460,6.35,42000,0.1
